瞓觉为真	睡觉才是
呢个人好有谂头	这个人很有头脑。
你唔使怕，佢有贼心冇贼胆嘅	你不必害怕，谅他没有那么大的胆量。
做事情梗系有辣有唔辣嘅喇	做事情肯定是有利有不利的。
有阵时我睇见佢	有时候我看见他。
坐呢㗎车快极都有限啦	坐这辆车再快也快不了多少。
佢高过我有限㗎咋	他比我高一点点罢了。
我睇佢不过系有限公司嘅嗻	我看他的水平不过如此而已。
佢嘅话有骨嘅	他的话带刺儿的
讲话有骨唔好	说话带刺儿不好。
呢件事同佢有𠸎㨢	这件事跟他有关系
佢哋唔相识，点会有𠸎㨢	他们不认识，怎么会有牵连?
要靠主观努力，唔好望天打卦	要靠主观努力，不要靠天吃饭。
望微眼咁远	几乎看不到的地方
望微眼都睇唔到	用尽眼力都看不到。
望微眼噉盼个仔翻嚟	日盼夜盼地盼望儿子回来。
我等你几朝㗎喇	我等了你几个早上的了
朝朝都锻炼	每天早上都锻炼。
三朝回门	女子婚后第三天回娘家。
我朝头夜晚都要到外便行下	我早晚都到外面走走。
我住喺厅度，朝行晚拆就得咯	我住在厅里，晚上铺床，早上拆掉就行了。
乜咁木㗎	为什么那么呆头呆脑的? 
呢种风栗有啲木	这种栗子有点艮。
咪木口木面噉啦	不要发愣了。
啱瞓醒觉，重好木独	刚睡醒，还愣着
佢瞓唔够，唔怪之得咁木独啦	他睡眠不足，怪不得那么迟钝了。
呢个问题未讨论过	这个问题没有讨论过
未开始	还没开始
佢未嚟	他还没有来
未得	还不行
未够	还不够。
我未曾见过呢个人	我没有见过这个人
工作未曾完就想走啦	工作还没有完成就想走啦。
几时放假? 未有耐	什么时候放假? 早着呢
未有耐开场	离开场时间还早。
你都未知死敢虾佢，佢一拳打碎木板㗎	你不知道厉害敢欺负他，他一拳能把木板打碎。
五百文重话未算贵	五百块钱还说不算贵。
佢嘅本事真大	他的本领真大。
冇人有佢咁本事	没有人像他这样能干。
做嘢要讲本心	做事要讲良心。
札一札佢，睇啱唔啱	计算一下，看对不对。
睇下佢出乜嘢术	看看他耍什么伎俩。
呢次冇术嘞	这次没办法了。
嗰件工作已经杀摊咯	那件工作已经结束了。
呢个任务我哋组几大都杀起	这个任务我们组无论如何都要完成它。
呢个螺丝好杀食	这个螺丝很管用。
一斋两杂	两荤一素
佢唔食杂	他不吃荤。
有人用呢种草嚟杜鱼	有人用这种草毒鱼
一条锁匙	一把钥匙。
嗰条友仔	那个小子。
佢个来头都几紧要	他的架子也相当厉害。
睇来头嚟凑啦	看来势行事吧
呢次来头不小	这次来势很猛。
来路嘢	洋货。
呢煲系杰嘢噃	这件事非同小可啊。
冇事干就松㗎喇	没事儿就溜了
早就松咗咯	早就溜了。
八点钟以前边个都唔准松人	八点以前谁也不准溜号儿
唔好睇就松人	不好看就走
佢松咗人咯	他开小差走了。
松化合桃酥	酥香的桃酥。
三点松啲	三点钟过一点儿
呢个人五十松啲啦	这个人五十挂零儿。
佢嘅肉好	他的肌肉很松软
呢底糕蒸得好松婄	这盘糕蒸得很暄。
呢包行李绑得松撇撇	这包行李绑得松松散散的。
佢一受到表扬就松毛松翼噉	他一受到表扬就得意忘形。
你身痕想我同你松骨呀	你皮肤痒痒想我揍你一顿吗?
你攞个板嚟我睇下先	你先拿个样品来让我看看。
乜嘢板斧都出尽	什么办法都用尽。
佢嘅字真系靓到极喇	他的字真是漂亮极了
用牛犁田快极都冇拖拉机咁快	用牛犁田再快也没有拖拉机快。
呢幅画睇极都唔厌	这幅画看多少次都不厌
佢行极都唔癐	他怎么走也不累
讲极都冇用	怎么说也没有用
叫极佢都唔嚟	怎么叫他也不来。
呢出戏极之好睇	这出戏非常好看
我估极其量一百文就够咯	我估计充其量一百元就够了。
真系枉做咯	真是白干了
枉你行咗一次添	真白白地让你走了一趟
枉做人	白活了。
你教佢呀，枉费心机啦	你教他，白费力气了。
枕长有人嚟	经常有人来
枕长有钱使	长期有钱花。
几个人林林声一下就做完咯	几个人呼噜哗啦就干完了。
你听林林声，要落雨咯	你听隆隆的声音，要下雨了。
百货公司里头林林沈沈，乜都有	百货公司里林林总总，什么都有。
讲起佢，唔知几多林沈嘢	说起他，不三不四的事不知多少。
就噉算咯，等暇惹起啲林沈事就论尽啰	就这样算了，待会儿惹起什么事就麻烦了。
枧片	肥皂片儿
凳脚枯咗咯	凳腿朽烂了。
是但枳喺度	随便放在这儿
唔好枳喺张台度	别随便放在桌子上。
枳入柜桶	塞进抽屉里
唔好乜都枳入行李袋	不要什么都塞进行李袋里。
樽枳	瓶塞。
枳到佢口哑哑	他被质问得说不出话来
我枳饱个肚先	我先塞饱肚子
枳饱未呀	塞饱了没有?
睇佢枳饱挣胀就摊喺度	看他吃饱撑饱了就躺在那儿。
呢间屋起得好架势	这房子盖得很堂皇
着起件军褛真够架势	穿起一件军大衣真够威风
做出啲啲成绩就以为好架势	做出一点点成绩就以为很了不起。
斗木佬嘅架罉	木匠的工具
嗰啲嘢你柄埋喺边度	那些东西你藏在什么地方?
呢张台有三个柜桶	这张桌子有三个抽屉。
企柜面	站柜台
坐柜面	坐柜台。
查实系你唔啱嘅	其实是你的不对
查实你唔使噉做吖	其实你不必这样做嘛。
柴哇哇又一日，真可惜	随随便便又过了一天，真可惜。
柴哇哇嘅嗻，唔使理佢	闹着玩儿罢了，不必理他。
一个人太冷清喇，柴哇哇噉至好	一个人太冷清了，人多热热闹闹的才好。
水标出嚟	水喷出来。
条鱼畀佢标咗出去	鱼窜了出去。
落咗场雨，啲豆就即刻标芽	下了一场雨，豆子就马上出芽了
一年就标咗半尺高	一年就长高了半尺。
我畀你吓到标冷汗	我被你吓得出了一身冷汗。
绿豆浸一日就标芽咯	绿豆浸一天就发牙了。
呢个女仔好标青	这姑娘貌美出众。
呢班学生有几个好标青	这班学生有几个很拔尖儿。
坐喺树头上面	坐在树墩上。
将个钟校到五点半响	把钟拨到五点半响
校钟	对表。
大家校啱自己嘅表	大家对好自己的手表
将农药浓度校啱	把农药的浓度调好。
榄核	橄榄核儿
西瓜核	西瓜籽儿。
佢发达系有根蔃嘅	他发达是有原由的。
烟格	秘密吸毒的地方。
桁一桁只猪	把猪拦一拦。
你查下呢个人有冇案底	你查查这个人有没有前科。
烟仔档	香烟摊儿
生果档	水果摊儿。
有一档猪肉	有一摊卖猪肉的。
呢个档口卖乜嘢	这个摊子卖什么?
好桥	好主意。
饮梅酌	喝喜酒。
水喉好梗，唔拧得喐	水龙头很紧，拧不动
眈高头睇嘢， 𫖵到颈都梗咗	抬着头看东西，仰得脖子都动不了了。
定梗星期五晚开会	铁定星期五晚开会
几多租金要讲梗呀	多少租金要定死啊。
梗系啦	当然是了
学咁耐梗会啦	学那么长时间当然会了
今日梗落雨	今天一定下雨
佢梗知	他一定知道。
呢个人好梗板	这个人很机械
要注意灵活性，太梗板亦唔得	要注意灵活性，太死板也不行。
梗板系佢嘅任务	固定是他的任务。
我梗系唔应承啦	我当然不答应了。
呢堂楼梯有十三个梯级	这道楼梯有十三级。
一梳子弹	一排子弹。
佢差啲畀坏人棍咗	他差点给坏人骗了
畀人棍咗十文鸡	给人骗了十块钱。
我本书唔知畀边个棍咗去	我的书不知道给谁拿了去。
𪘲开棚牙	龇牙咧嘴。
呢啲蔗唔甜，噍起嚟得棚渣	这些甘蔗不甜，嚼起来只有一把蔗渣。
一条棱	一条鞭痕。
棹艇	划船
攞支棹嚟	拿支桨来。
感冒最棹忌就系食油器	感冒最忌吃油炸食物。
真棹忌，打烂个碗添	真糟糕，把碗打破了
畀佢知到就棹忌咯	给他知道就麻烦了
佢病咗，真棹忌	他病了，真倒霉!
担张椅嚟	拿一把椅子来。
腊肠椗喺外面	腊肠挂在外面。
呢啲树樖樖都咁高	这些树棵棵都一般儿高。
呢种树生得大樖	这种树棵儿长得大。
我直肠直肚，冇乜横丫肠㗎	我心直口快，没什么别的想头的
佢横丫肠多咗啲	他的想头多了点。
横九掂十都系噉嘅啦，怕乜	反正都是这样，怕什么。
你横九掂十都要同我做埋佢	你无论如何都要给我干完。
最怕佢出横手	最怕他使用不正当的手段伤人。
横掂都冇用咯，掉咗佢啦	反正都没有用了，把它扔了吧
横掂都系一式	反正都是一样。
张长凳横𠾴𠾴噉拃住个门口	这条长凳横着放挡着门口
唔好横𠾴𠾴噉行	不要横着走。
断咗两橛	断了两截
呢条路有一橛唔好行	这条路有一段不好走
“黄瓜打狗———唔见咗一橛”	歇后语。黄瓜打狗———丢了一截。
企喺檐口度	站在屋檐下。
櫼实榫口	用楔子接牢榫口。
呢张床咁窄，櫼头对脚至瞓得落	这张床那么窄，一人睡一头才睡得下。
大家守秩序，唔好櫼队	大家遵守秩序，不要加塞儿。
欢欢喜喜过年	高高兴兴过年。
你睇佢生得几欢容吖	你看她长得多慈祥。
呢个茶壶几好款	这个茶壶样式不错。
琴晚成晚打风，天光至歇	昨晚整夜刮风，天亮才停止
喊起嚟就冇办法得佢歇	哭起来就没法子叫他停。
今晚喺边度歇宿	今晚在哪里过夜?
等阵揾个地方歇脚啦	待会儿找个地方休息吧。
佢一讲话就止咳	他一说话就有效
呢个办法唔止得咳	这个办法不灵。
呢啲系正英德红茶	这是地道的英德红茶。
话到正晒	说得刚好符合。
晏昼日头好正	中午太阳很热
企喺呢度好正	站在这儿很热。
呢个厂嘅产品好正	这个厂的产品挺好的
呢度风景真正	这里的风景真美。
正一系好人	真正是好人。
我正其想去揾你，你就嚟到咯	我正想去找你，你就到了。
天冷咯，而家食羊肉正其时	天气冷了，现在吃羊肉正是时候。
呢件衫正啱你着	这件上衣正合适你穿
当时你正啱喺度	当时你刚好在场。
我哋正喺度讨论紧你嘅申请	我们正在讨论你的申请。
呢啲瓷器系江西景德镇嘅正斗货	这些瓷器是江西景德镇的正牌货。
呢间工厂嘅产品真正斗	这家工厂的产品真好
越秀山嘅风景真正斗	越秀山的风景真美。
正系噉样先叫你去	正因为是这样才叫你去。
正话入嚟嗰个人系边个	刚才进来的那个人是谁? 
正话讲你嚟	刚说你来着。
呢个问题正话研究紧	这个问题正在研究。
我正话想揾你倾下	我正要想找你谈一下
正话要去翻工，你就嚟咗	正要去上班，你就来了。
镜架挂歪咗	镜架挂歪了。
你啲字写得歪零歪秤	你的字写得歪歪斜斜的。
热到死	热得要命
嬲到死	生气得很
难睇到死	难看得要命。
死咁做	拼命干
死 咁咪	拼命读书。
佢死做烂做又点样	他拼死拼活地干又怎么样?
死人肥佬	死胖家伙
死人喇，锁匙唔见咗	糟糕，钥匙不见了!
你个死人头乱噏啲乜嘢	你这个该死的家伙都胡说些什么!
做嘢灵活啲，唔好死估估	做事情灵活一点，不要那么呆板。
坐喺度死估估做乜，出去玩下啦	坐在这里发愣干吗，出去玩一下吧!
你系唔系死剩把口呀，讲个唔停	你是不是只会说话，说个没完。
冇理由重死剩把口噉	没有理由还强辩。
死咁喊	不停地哭。
死咁难睇	非常难看。
今次佢哋死得人多咯	这次他们败得真惨。
呢匀查佢嘅账，死得人多咯	这次查他的账，可严重了。
失败几次重死心不息	失败几次还不死心。
佢做嘢死擂㗎	他干活是非常卖力的。
估唔到你有两度死桥噃	想不到你也有两手绝招。
你嘅死桥真害人	你的馊主意真害人。
呢回死梗咯	这回死定了
明知唔得夹硬要做，实死梗啦	明知不行还硬要去做，肯定失败的。
痛到死死下	痛得要命
癐到死死下	累得够戗
打到佢死死下	把他打得够戗
激到死死下	气得要命。
睇佢死死下噉	看他无精打采的样子。
爸爸发火喇，佢至死死气噉去	爸爸火儿了，他才勉强地去。
睇佢死死气噉翻嚟，实唔成功嘞	看他垂头丧气地回来，一定不成功
汽车死火喇	汽车灭了火。
嗰件事死火喇，点算呢	那件事没有希望了，怎么办呢? 
死火喇，唔见咗锁匙	糟糕了，钥匙不见了!
呢次如果失败就死畀你睇咯	这次如果失败就完蛋了。
呢个死纈边个都难解	这个难题谁都难解。
佢一味死缠烂打，唔答应都唔得	他一直胡搅蛮缠，不答应都不行。
呢个人死肠直肚，唔会交际	这个人直肠子，不会交际。
成日好似死蛇烂鳝噉有乜出息吖	整天懒洋洋的有什么出息!
佢大病一场，真系死过翻生	他大病一场，捡回一条命了。
畀人打到死过翻生	让人打得死去活来。
错就承认，唔好死鸡撑硬脚咯	错就承认，不要强辩了
分明系你唔啱，重死鸡撑硬脚	分明是你错了，还坚持错误!
法律规定唔得，你死𦧲都冇用	法律规定不行，你怎么纠缠都没用。
本书翻到残晒	这本书被翻得残破不堪。
块板干咗殽晒	那块木板干了之后翘棱了
呢停木唔做得家具，将来会殽嘅	这种木头不能做家具，将来会翘棱的。
呢个车辘撞到殽框	这个车轱辘被撞得变了形。
佢件事殽框咯	他那件事儿没有希望了。
只猫几好毛水	这只猫毛色很好。
吓到佢毛管都松晒	吓得他毛骨悚然。
吓得我毛管戙笃企	吓得我毛骨悚然。
一文六毫	一元六角
两毫半	两毛五分。
四毫六子	四角六分钱; 四毛六分钱
毫零子	一毛多钱。
走到佢气㗾㗾噉	跑得他气喘吁吁的。
呢排做到气咳	这段时间忙得喘不过气来
上呢个斜行到我气咳	上这个坡走得我喘不过气来。
走到佢气罗气喘	跑得他气吁吁的。
